source,target,type
Chao Peng,paper_simulation_of_the_background_from_$^{13}$c$(,AUTHORED
Chao Peng,paper_observations_of_forbush_decreases_of_cosmic_,AUTHORED
Chao Peng,Xinchao Song,COAUTHORED_WITH
Chao Peng,paper_analytical_perspective_for_photonic_bound_st,AUTHORED
Chao Peng,paper_supergpqa:_scaling_llm_evaluation_across_285,AUTHORED
Chao Peng,Kelly Vincent-Brunacini,COAUTHORED_WITH
Chao Peng,Scott Franklin,COAUTHORED_WITH
Chao Peng,paper_revisiting_the_full_sets_of_orbital_paramete,AUTHORED
Chao Peng,paper_exfuse:_enhancing_feature_fusion_for_semanti,AUTHORED
Chao Peng,paper_graphlocator:_graph-guided_causal_reasoning_,AUTHORED
Chao Peng,paper_temporal_coupled_mode_theory_for_high-$q$_re,AUTHORED
Chao Peng,paper_the_robust_semantic_segmentation_uncv2023_ch,AUTHORED
Chao Peng,paper_repo2run:_automated_building_executable_envi,AUTHORED
Chao Peng,paper_trae_agent:_an_llm-based_agent_for_software_,AUTHORED
Chao Peng,paper_smol:_professionally_translated_parallel_dat,AUTHORED
Chao Peng,paper_gemini:_a_family_of_highly_capable_multimoda,AUTHORED
Chao Peng,Yangming Lee,COAUTHORED_WITH
Chao Peng,Taylor Dixon,COAUTHORED_WITH
Chao Peng,Sorim Chung,COAUTHORED_WITH
Chao Peng,Jeremy Brown,COAUTHORED_WITH
Chao Peng,Christopher Lewis,COAUTHORED_WITH
Chao Peng,Casey Miller,COAUTHORED_WITH
Chao Peng,Hidy Kong,COAUTHORED_WITH
Chao Peng,Jansen Orfan,COAUTHORED_WITH
Chao Peng,Austin Willoughby,COAUTHORED_WITH
Chao Peng,Nirmala Shenoy,COAUTHORED_WITH
Chao Peng,Andre Hudson,COAUTHORED_WITH
Chao Peng,David Sanchez,COAUTHORED_WITH
Chao Peng,Jacquis Webb,COAUTHORED_WITH
Chao Peng,Liz Martin,COAUTHORED_WITH
Chao Peng,Parul Patel,COAUTHORED_WITH
Chao Peng,Mohan Kumar,COAUTHORED_WITH
Chao Peng,Sean Boyle,COAUTHORED_WITH
Chao Peng,paper_a_context-enhanced_framework_for_sequential_,AUTHORED
Chao Peng,paper_bisenet:_bilateral_segmentation_network_for_,AUTHORED
Chao Peng,paper_model_independent_approach_of_the_juno_$^8$b,AUTHORED
Chao Peng,paper_lowest-order_qed_radiative_corrections_in_un,AUTHORED
Chao Peng,paper_time-in-range_analyses_of_functional_data_su,AUTHORED
Chao Peng,paper_observation_of_optical_chaotic_solitons_and_,AUTHORED
Chao Peng,paper_proton_charge_radius_from_lepton_scattering,AUTHORED
Chao Peng,paper_practice_with_graph-based_ann_algorithms_on_,AUTHORED
Chao Peng,paper_light-head_r-cnn:_in_defense_of_two-stage_ob,AUTHORED
Chao Peng,paper_performance_of_photosensors_in_a_high-rate_e,AUTHORED
Chao Peng,Michael Mior,COAUTHORED_WITH
Chao Peng,paper_juno_sensitivity_to_invisible_decay_modes_of,AUTHORED
Chao Peng,paper_large_kernel_matters_--_improve_semantic_seg,AUTHORED
Chao Peng,paper_neuroverse3d:_developing_in-context_learning,AUTHORED
Chao Peng,paper_onesearch:_a_preliminary_exploration_of_the_,AUTHORED
Chao Peng,Daqing Hou,COAUTHORED_WITH
Chao Peng,paper_analytical_study_of_mode_degeneracy_in_non-h,AUTHORED
Chao Peng,paper_chemical_reaction_mechanism_of_pre-curing_pr,AUTHORED
Chao Peng,paper_synthesis_and_observation_of_non-abelian_gau,AUTHORED
Chao Peng,paper_observation_of_miniaturized_bound_states_in_,AUTHORED
Chao Peng,paper_first_measurement_of_reactor_neutrino_oscill,AUTHORED
Chao Peng,Zhiqiang Tao,COAUTHORED_WITH
Chao Peng,paper_concept-based_masking:_a_patch-agnostic_defe,AUTHORED
Chao Peng,Nidhi Rastogi,COAUTHORED_WITH
Chao Peng,paper_prediction_of_energy_resolution_in_the_juno_,AUTHORED
Chao Peng,paper_from_code_foundation_models_to_agents_and_ap,AUTHORED
Chao Peng,paper_sif:_a_framework_for_solidity_code_instrumen,AUTHORED
Chao Peng,paper_bridging_developer_instructions_and_code_com,AUTHORED
Chao Peng,paper_an_empirical_study_on_llm-based_agents_for_a,AUTHORED
Chao Peng,paper_the_solenoidal_large_intensity_device_(solid,AUTHORED
Chao Peng,paper_codevisionary:_an_agent-based_framework_for_,AUTHORED
Chao Peng,paper_wave_morphing_and_flat-top_ground_states_in_,AUTHORED
Chao Peng,paper_long-range_transport_of_2d_excitons_with_aco,AUTHORED
Chao Peng,paper_learning_a_discriminative_feature_network_fo,AUTHORED
Chao Peng,paper_humanity's_last_exam,AUTHORED
Chao Peng,paper_combating_spurious_correlations_in_graph_int,AUTHORED
Chao Peng,paper_coderepoqa:_a_large-scale_benchmark_for_soft,AUTHORED
Chao Peng,paper_robust_extraction_of_proton_charge_radius_fr,AUTHORED
Chao Peng,paper_contextmodule:_improving_code_completion_via,AUTHORED
Chao Peng,paper_quantum_speed-up_in_solving_the_maximal_cliq,AUTHORED
Chao Peng,paper_marscode_agent:_ai-native_automated_bug_fixi,AUTHORED
Kristen Shinohara,paper_propertydag:_multi-objective_bayesian_optimi,AUTHORED
Kristen Shinohara,paper_antibody_domainbed:_out-of-distribution_gene,AUTHORED
Kristen Shinohara,paper_benchmarking_the_cow_with_the_topcow_challen,AUTHORED
Kristen Shinohara,Ji Hwan Park,COAUTHORED_WITH
Kristen Shinohara,Lingwei Chen,COAUTHORED_WITH
Kristen Shinohara,Yinxi Liu,COAUTHORED_WITH
Kristen Shinohara,Feng Cui,COAUTHORED_WITH
Kristen Shinohara,Scott Franklin,COAUTHORED_WITH
Kristen Shinohara,Derui Zhu,COAUTHORED_WITH
Kristen Shinohara,Parul Patel,COAUTHORED_WITH
Kristen Shinohara,Linwei Wang,COAUTHORED_WITH
Kristen Shinohara,paper_chasing_gravitational_waves_with_the_cherenk,AUTHORED
Kristen Shinohara,Liz Martin,COAUTHORED_WITH
Kristen Shinohara,Kenn Martinez,COAUTHORED_WITH
Kristen Shinohara,Hidy Kong,COAUTHORED_WITH
Kristen Shinohara,David Sanchez,COAUTHORED_WITH
Kristen Shinohara,Naveen Sharma,COAUTHORED_WITH
Kristen Shinohara,Haibo Yang,COAUTHORED_WITH
Kristen Shinohara,"paper_""it_became_my_buddy,_but_i'm_not_afraid_to_d",AUTHORED
Kristen Shinohara,paper_blind_biological_sequence_denoising_with_sel,AUTHORED
Kristen Shinohara,paper_botied:_multi-objective_bayesian_optimizatio,AUTHORED
Kristen Shinohara,paper_collaboration_with_conversational_ai_assista,AUTHORED
Kristen Shinohara,"paper_""it_feels_like_taking_a_gamble"":_exploring_p",AUTHORED
Kristen Shinohara,paper_supervised_contrastive_block_disentanglement,AUTHORED
Kristen Shinohara,paper_understanding_visual_arts_experiences_of_bli,AUTHORED
Kristen Shinohara,paper_multi-segment_preserving_sampling_for_deep_m,AUTHORED
Kristen Shinohara,paper_accessibility_across_borders,AUTHORED
Garreth Tigwell,paper_access_incontext:_futuring_accessible_protot,AUTHORED
Garreth Tigwell,paper_beyond_accessibility:_lifting_perceptual_lim,AUTHORED
Garreth Tigwell,paper_how_university_disability_services_professio,AUTHORED
Garreth Tigwell,paper_accessibility_across_borders,AUTHORED
Garreth Tigwell,Kristen Shinohara,COAUTHORED_WITH
Richard Zanibbi,paper_the_tangent_search_engine:_improved_similari,AUTHORED
Richard Zanibbi,paper_chasing_gravitational_waves_with_the_cherenk,AUTHORED
Richard Zanibbi,Jeremy Brown,COAUTHORED_WITH
Richard Zanibbi,Lingwei Chen,COAUTHORED_WITH
Richard Zanibbi,Carlos Diaz-Acosta,COAUTHORED_WITH
Richard Zanibbi,Konstantinos Papangelis,COAUTHORED_WITH
Richard Zanibbi,Christopher Egert,COAUTHORED_WITH
Richard Zanibbi,Elena Fedorovskaya,COAUTHORED_WITH
Richard Zanibbi,Kristen Shinohara,COAUTHORED_WITH
Richard Zanibbi,Liz Martin,COAUTHORED_WITH
Richard Zanibbi,Kenn Martinez,COAUTHORED_WITH
Richard Zanibbi,Hidy Kong,COAUTHORED_WITH
Richard Zanibbi,Parul Patel,COAUTHORED_WITH
Richard Zanibbi,David Sanchez,COAUTHORED_WITH
Richard Zanibbi,Naveen Sharma,COAUTHORED_WITH
Richard Zanibbi,Haibo Yang,COAUTHORED_WITH
Richard Zanibbi,paper_query_auto_completion_for_math_formula_searc,AUTHORED
Richard Zanibbi,"paper_effects_of_context,_complexity,_and_clusteri",AUTHORED
Richard Zanibbi,paper_a_new_super_integrable_hierarchy_and_a_gener,AUTHORED
Richard Zanibbi,Bo Yuan,COAUTHORED_WITH
Richard Zanibbi,Xueling Zhang,COAUTHORED_WITH
Richard Zanibbi,paper_mathematical_information_retrieval:_search_a,AUTHORED
Richard Zanibbi,paper_math_search_for_the_masses:_multimodal_searc,AUTHORED
Richard Zanibbi,paper_detecting_figures_and_part_labels_in_patents,AUTHORED
Richard Zanibbi,Derui Zhu,COAUTHORED_WITH
Richard Zanibbi,paper_observations_of_forbush_decreases_of_cosmic_,AUTHORED
Richard Zanibbi,Feng Cui,COAUTHORED_WITH
Richard Zanibbi,Jansen Orfan,COAUTHORED_WITH
Richard Zanibbi,Olivia Nuccitelli,COAUTHORED_WITH
Richard Zanibbi,Yinxi Liu,COAUTHORED_WITH
Richard Zanibbi,Vincenzo Buonomo,COAUTHORED_WITH
Richard Zanibbi,Yin Pan,COAUTHORED_WITH
Richard Zanibbi,Chao Peng,COAUTHORED_WITH
Richard Zanibbi,Xinchao Song,COAUTHORED_WITH
Richard Zanibbi,Mihail Barbosu,COAUTHORED_WITH
Richard Zanibbi,Lu Sun,COAUTHORED_WITH
Richard Zanibbi,Linwei Wang,COAUTHORED_WITH
Richard Zanibbi,Zhe Yu,COAUTHORED_WITH
Richard Zanibbi,Weijie Zhao,COAUTHORED_WITH
Richard Zanibbi,paper_local_and_global_graph_modeling_with_edge-we,AUTHORED
Richard Zanibbi,paper_gemini:_a_family_of_highly_capable_multimoda,AUTHORED
Richard Zanibbi,Scott Franklin,COAUTHORED_WITH
Richard Zanibbi,Sorim Chung,COAUTHORED_WITH
Richard Zanibbi,Charles Gruener,COAUTHORED_WITH
Richard Zanibbi,Scott Johnson,COAUTHORED_WITH
Richard Zanibbi,Yangming Lee,COAUTHORED_WITH
Richard Zanibbi,Ji Hwan Park,COAUTHORED_WITH
Richard Zanibbi,Mohan Kumar,COAUTHORED_WITH
Richard Zanibbi,Matthew Wright,COAUTHORED_WITH
Richard Zanibbi,Sean Boyle,COAUTHORED_WITH
Richard Zanibbi,Sten McKinzie,COAUTHORED_WITH
Richard Zanibbi,Taylor Dixon,COAUTHORED_WITH
Richard Zanibbi,Matt Dye,COAUTHORED_WITH
Richard Zanibbi,Christopher Lewis,COAUTHORED_WITH
Richard Zanibbi,Casey Miller,COAUTHORED_WITH
Richard Zanibbi,Austin Willoughby,COAUTHORED_WITH
Richard Zanibbi,Nirmala Shenoy,COAUTHORED_WITH
Richard Zanibbi,Andre Hudson,COAUTHORED_WITH
Richard Zanibbi,Renee Walker,COAUTHORED_WITH
Richard Zanibbi,Jacquis Webb,COAUTHORED_WITH
Richard Zanibbi,paper_a_study_of_phoc_spatial_region_configuration,AUTHORED
Richard Zanibbi,paper_scanssd:_scanning_single_shot_detector_for_m,AUTHORED
Richard Zanibbi,paper_multimodal_search_in_chemical_documents_and_,AUTHORED
Richard Zanibbi,paper_colbert's_[mask]-based_query_augmentation:_e,AUTHORED
Richard Zanibbi,paper_chemscraper:_leveraging_pdf_graphics_instruc,AUTHORED
Elena Fedorovskaya,paper_chasing_gravitational_waves_with_the_cherenk,AUTHORED
Elena Fedorovskaya,Kristen Shinohara,COAUTHORED_WITH
Elena Fedorovskaya,Liz Martin,COAUTHORED_WITH
Elena Fedorovskaya,Kenn Martinez,COAUTHORED_WITH
Elena Fedorovskaya,Hidy Kong,COAUTHORED_WITH
Elena Fedorovskaya,Parul Patel,COAUTHORED_WITH
Elena Fedorovskaya,David Sanchez,COAUTHORED_WITH
Elena Fedorovskaya,Naveen Sharma,COAUTHORED_WITH
Elena Fedorovskaya,Haibo Yang,COAUTHORED_WITH
Dan Phillips,paper_optimized_modeling_of_gaia-hipparcos_astrome,AUTHORED
Dan Phillips,Ryan Vogt,COAUTHORED_WITH
Dan Phillips,Jennifer Burt,COAUTHORED_WITH
Dan Phillips,paper_humanity's_last_exam,AUTHORED
Dan Phillips,Parul Patel,COAUTHORED_WITH
Dan Phillips,Carlos Diaz-Acosta,COAUTHORED_WITH
Dan Phillips,Mohan Kumar,COAUTHORED_WITH
Dan Phillips,Ji Hwan Park,COAUTHORED_WITH
Dan Phillips,Linwei Wang,COAUTHORED_WITH
Dan Phillips,Xueling Zhang,COAUTHORED_WITH
Dan Phillips,Hallie Littlefield-Topham,COAUTHORED_WITH
Dan Phillips,Olivia Nuccitelli,COAUTHORED_WITH
Dan Phillips,Lawrence Hill,COAUTHORED_WITH
Dan Phillips,Kelly Vincent-Brunacini,COAUTHORED_WITH
Dan Phillips,Yinxi Liu,COAUTHORED_WITH
Dan Phillips,Jansen Orfan,COAUTHORED_WITH
Dan Phillips,Scott Johnson,COAUTHORED_WITH
Dan Phillips,Lingwei Chen,COAUTHORED_WITH
Dan Phillips,Jeremy Brown,COAUTHORED_WITH
Dan Phillips,David Long,COAUTHORED_WITH
Dan Phillips,Naveen Sharma,COAUTHORED_WITH
Dan Phillips,Zachary Butler,COAUTHORED_WITH
Dan Phillips,Zilin Bian,COAUTHORED_WITH
Dan Phillips,David Messinger,COAUTHORED_WITH
Dan Phillips,Dean Ganskop,COAUTHORED_WITH
Dan Phillips,Lu Sun,COAUTHORED_WITH
Dan Phillips,Haibo Yang,COAUTHORED_WITH
Dan Phillips,Sean Boyle,COAUTHORED_WITH
Dan Phillips,Peter Hauser,COAUTHORED_WITH
Dan Phillips,Zhe Yu,COAUTHORED_WITH
Dan Phillips,Weijie Zhao,COAUTHORED_WITH
Dan Phillips,Rui Li,COAUTHORED_WITH
Dan Phillips,Yiming Tang,COAUTHORED_WITH
Dan Phillips,Xinchao Song,COAUTHORED_WITH
Dan Phillips,Yangming Lee,COAUTHORED_WITH
Dan Phillips,Matt Dye,COAUTHORED_WITH
Dan Phillips,Scott Franklin,COAUTHORED_WITH
Dan Phillips,Sumita Mishra,COAUTHORED_WITH
Dan Phillips,Bo Yuan,COAUTHORED_WITH
Dan Phillips,Derui Zhu,COAUTHORED_WITH
Dan Phillips,Lana Verschage,COAUTHORED_WITH
Dan Phillips,Pengcheng Shi,COAUTHORED_WITH
Dan Phillips,Sorim Chung,COAUTHORED_WITH
Dan Phillips,Reynold Bailey,COAUTHORED_WITH
Dan Phillips,Yin Pan,COAUTHORED_WITH
Dan Phillips,Ting Cao,COAUTHORED_WITH
Dan Phillips,Chao Peng,COAUTHORED_WITH
Sorim Chung,paper_online_gradient_boosting_decision_tree:_in-p,AUTHORED
Sorim Chung,Weijie Zhao,COAUTHORED_WITH
Sorim Chung,paper_gemini:_a_family_of_highly_capable_multimoda,AUTHORED
Sorim Chung,Sorim Chung,COAUTHORED_WITH
Sorim Chung,Linwei Wang,COAUTHORED_WITH
Sorim Chung,Reynold Bailey,COAUTHORED_WITH
Sorim Chung,Haibo Yang,COAUTHORED_WITH
Sorim Chung,Yangming Lee,COAUTHORED_WITH
Sorim Chung,Olivia Nuccitelli,COAUTHORED_WITH
Sorim Chung,Yinxi Liu,COAUTHORED_WITH
Sorim Chung,Mihail Barbosu,COAUTHORED_WITH
Sorim Chung,Derui Zhu,COAUTHORED_WITH
Sorim Chung,Casey Miller,COAUTHORED_WITH
Sorim Chung,Xueling Zhang,COAUTHORED_WITH
Sorim Chung,Naveen Sharma,COAUTHORED_WITH
Sorim Chung,Yiming Tang,COAUTHORED_WITH
Sorim Chung,Linda Searing,COAUTHORED_WITH
Sorim Chung,Ting Cao,COAUTHORED_WITH
Sorim Chung,Daqing Hou,COAUTHORED_WITH
Sorim Chung,Tae Oh,COAUTHORED_WITH
Sorim Chung,Lingwei Chen,COAUTHORED_WITH
Sorim Chung,Rhonda Baker,COAUTHORED_WITH
Sorim Chung,Zhe Yu,COAUTHORED_WITH
Sorim Chung,Scott Franklin,COAUTHORED_WITH
Sorim Chung,Lu Sun,COAUTHORED_WITH
Sorim Chung,Bo Yuan,COAUTHORED_WITH
Sorim Chung,Gene Wolfe,COAUTHORED_WITH
Sorim Chung,Moumita Das,COAUTHORED_WITH
Sorim Chung,Beth Livecchi,COAUTHORED_WITH
Sorim Chung,Cecilia Alm,COAUTHORED_WITH
Sorim Chung,Shevette Wilson,COAUTHORED_WITH
Sorim Chung,Sumita Mishra,COAUTHORED_WITH
Sorim Chung,Hallie Littlefield-Topham,COAUTHORED_WITH
Sorim Chung,Pengcheng Shi,COAUTHORED_WITH
Sorim Chung,Xinchao Song,COAUTHORED_WITH
Sorim Chung,Thomas Borrelli,COAUTHORED_WITH
Sorim Chung,John Thomas,COAUTHORED_WITH
Sorim Chung,Mohan Kumar,COAUTHORED_WITH
Sorim Chung,Ji Hwan Park,COAUTHORED_WITH
Sorim Chung,Richard Zanibbi,COAUTHORED_WITH
Sorim Chung,Charles Gruener,COAUTHORED_WITH
Sorim Chung,Scott Johnson,COAUTHORED_WITH
Sorim Chung,Matthew Wright,COAUTHORED_WITH
Sorim Chung,Sean Boyle,COAUTHORED_WITH
Sorim Chung,Feng Cui,COAUTHORED_WITH
Sorim Chung,Sten McKinzie,COAUTHORED_WITH
Sorim Chung,Chao Peng,COAUTHORED_WITH
Sorim Chung,Taylor Dixon,COAUTHORED_WITH
Sorim Chung,Jeremy Brown,COAUTHORED_WITH
Sorim Chung,Matt Dye,COAUTHORED_WITH
Sorim Chung,Christopher Lewis,COAUTHORED_WITH
Sorim Chung,Hidy Kong,COAUTHORED_WITH
Sorim Chung,Jansen Orfan,COAUTHORED_WITH
Sorim Chung,Austin Willoughby,COAUTHORED_WITH
Sorim Chung,Nirmala Shenoy,COAUTHORED_WITH
Sorim Chung,Andre Hudson,COAUTHORED_WITH
Sorim Chung,Renee Walker,COAUTHORED_WITH
Sorim Chung,David Sanchez,COAUTHORED_WITH
Sorim Chung,Jacquis Webb,COAUTHORED_WITH
Sorim Chung,Liz Martin,COAUTHORED_WITH
Sorim Chung,Parul Patel,COAUTHORED_WITH
Sorim Chung,paper_humanity's_last_exam,AUTHORED
Sorim Chung,Yin Pan,COAUTHORED_WITH
Sorim Chung,paper_depth_dependent_magnetization_profiles_of_hy,AUTHORED
Sorim Chung,Parsian Katal Mohseni,COAUTHORED_WITH
Ehsan Rashedi,paper_autonomous_soft_robotic_guidewire_navigation,AUTHORED
Ehsan Rashedi,Jeremy Brown,COAUTHORED_WITH
Ehsan Rashedi,paper_memory-augmented_generative_ai_for_real-time,AUTHORED
Ehsan Rashedi,paper_minimax-m1:_scaling_test-time_compute_effici,AUTHORED
Ehsan Rashedi,Pengfei Li,COAUTHORED_WITH
Ehsan Rashedi,Weijie Zhao,COAUTHORED_WITH
Ehsan Rashedi,Olivia Nuccitelli,COAUTHORED_WITH
Ehsan Rashedi,Linwei Wang,COAUTHORED_WITH
Ehsan Rashedi,Lingwei Chen,COAUTHORED_WITH
Ehsan Rashedi,Pengcheng Shi,COAUTHORED_WITH
Ehsan Rashedi,Zhe Yu,COAUTHORED_WITH
Ehsan Rashedi,Derui Zhu,COAUTHORED_WITH
Ehsan Rashedi,Hidy Kong,COAUTHORED_WITH
Ehsan Rashedi,Xinchao Song,COAUTHORED_WITH
Ehsan Rashedi,Mihail Barbosu,COAUTHORED_WITH
Ehsan Rashedi,Daqing Hou,COAUTHORED_WITH
Ehsan Rashedi,Naveen Sharma,COAUTHORED_WITH
Ehsan Rashedi,Jansen Orfan,COAUTHORED_WITH
Ehsan Rashedi,Haibo Yang,COAUTHORED_WITH
Ehsan Rashedi,Lu Sun,COAUTHORED_WITH
Lingwei Chen,paper_rotation-invariant_completion_network,AUTHORED
Lingwei Chen,Pengcheng Shi,COAUTHORED_WITH
Lingwei Chen,paper_learning_recommender_systems_with_soft_targe,AUTHORED
Lingwei Chen,paper_world_in_your_hands:_a_large-scale_and_open-,AUTHORED
Lingwei Chen,paper_a_dynamic_equivalent_energy_storage_model_of,AUTHORED
Lingwei Chen,paper_flow_decomposition_reveals_dynamical_structu,AUTHORED
Lingwei Chen,Bo Yuan,COAUTHORED_WITH
Lingwei Chen,Zhiqiang Tao,COAUTHORED_WITH
Lingwei Chen,paper_using_grammar_patterns_to_interpret_test_met,AUTHORED
Lingwei Chen,Mohamed Wiem Mkaouer,COAUTHORED_WITH
Lingwei Chen,Christian Newman,COAUTHORED_WITH
Lingwei Chen,paper_unsupervised_multi-modal_medical_image_regis,AUTHORED
Lingwei Chen,Rui Li,COAUTHORED_WITH
Lingwei Chen,paper_miu2net:_weak-lensing_mass_inversion_using_d,AUTHORED
Lingwei Chen,Olivia Nuccitelli,COAUTHORED_WITH
Lingwei Chen,Yinxi Liu,COAUTHORED_WITH
Lingwei Chen,Lingwei Chen,COAUTHORED_WITH
Lingwei Chen,Zhe Yu,COAUTHORED_WITH
Lingwei Chen,paper_pollmgraph:_unraveling_hallucinations_in_lar,AUTHORED
Lingwei Chen,Naveen Sharma,COAUTHORED_WITH
Lingwei Chen,paper_toward_a_deep_understanding_of_what_makes_a_,AUTHORED
Lingwei Chen,paper_huizhou_hadron_spectrometer_--_a_proposed_hi,AUTHORED
Lingwei Chen,Jansen Orfan,COAUTHORED_WITH
Lingwei Chen,Linwei Wang,COAUTHORED_WITH
Lingwei Chen,Haibo Yang,COAUTHORED_WITH
Lingwei Chen,Xueling Zhang,COAUTHORED_WITH
Lingwei Chen,Weijie Zhao,COAUTHORED_WITH
Lingwei Chen,paper_efficient_sequential_recommendation_for_long,AUTHORED
Lingwei Chen,paper_classification_of_gapped_domain_walls_of_top,AUTHORED
Lingwei Chen,Siyuan Wang,COAUTHORED_WITH
Lingwei Chen,Derui Zhu,COAUTHORED_WITH
Lingwei Chen,paper_fml-bench:_benchmarking_machine_learning_age,AUTHORED
Lingwei Chen,paper_explicit_v.s._implicit_memory:_exploring_mul,AUTHORED
Lingwei Chen,paper_hi3d:_pursuing_high-resolution_image-to-3d_g,AUTHORED
Lingwei Chen,Yin Pan,COAUTHORED_WITH
Lingwei Chen,Ting Cao,COAUTHORED_WITH
Lingwei Chen,paper_enhancing_indoor_occupancy_prediction_via_sp,AUTHORED
Lingwei Chen,paper_observation_of_the_suppressed_$λ_b^0\to_d_p_,AUTHORED
Lingwei Chen,Heidi Davis,COAUTHORED_WITH
Lingwei Chen,Andy Meneely,COAUTHORED_WITH
Lingwei Chen,Eduardo Coelho De Lima,COAUTHORED_WITH
Lingwei Chen,Jill Flanagan,COAUTHORED_WITH
Lingwei Chen,Liz Martin,COAUTHORED_WITH
Lingwei Chen,Jason Harrison,COAUTHORED_WITH
Lingwei Chen,Lawrence Hill,COAUTHORED_WITH
Lingwei Chen,Daqing Hou,COAUTHORED_WITH
Lingwei Chen,Scott Johnson,COAUTHORED_WITH
Lingwei Chen,Yangming Lee,COAUTHORED_WITH
Lingwei Chen,Scott Franklin,COAUTHORED_WITH
Lingwei Chen,Kenn Martinez,COAUTHORED_WITH
Lingwei Chen,Michele McGrath,COAUTHORED_WITH
Lingwei Chen,Maria Jose Cepeda Garcia,COAUTHORED_WITH
Lingwei Chen,Dennis Murphy,COAUTHORED_WITH
Lingwei Chen,Parul Patel,COAUTHORED_WITH
Lingwei Chen,Hallie Littlefield-Topham,COAUTHORED_WITH
Lingwei Chen,Fran Broderick,COAUTHORED_WITH
Lingwei Chen,Justus Robertson,COAUTHORED_WITH
Lingwei Chen,Drew Saur,COAUTHORED_WITH
Lingwei Chen,Lauren Shields,COAUTHORED_WITH
Lingwei Chen,Richard Hailstone,COAUTHORED_WITH
Lingwei Chen,Lu Sun,COAUTHORED_WITH
Lingwei Chen,John Thomas,COAUTHORED_WITH
Lingwei Chen,Beth Livecchi,COAUTHORED_WITH
Lingwei Chen,Gabriela Diaz,COAUTHORED_WITH
Lingwei Chen,Shevette Wilson,COAUTHORED_WITH
Lingwei Chen,paper_hide_and_seek_in_noise_labels:_noise-robust_,AUTHORED
Lingwei Chen,paper_improved_dimension_dependence_of_a_proximal_,AUTHORED
Lingwei Chen,paper_vscbench:_bridging_the_gap_in_vision-languag,AUTHORED
Lingwei Chen,paper_spags:_sparse-view_articulated_object_recons,AUTHORED
Lingwei Chen,Yiming Tang,COAUTHORED_WITH
Lingwei Chen,Xinchao Song,COAUTHORED_WITH
Lingwei Chen,paper_ready_jurist_one:_benchmarking_language_agen,AUTHORED
Lingwei Chen,paper_direct_visualization_of_the_impurity_occupan,AUTHORED
Lingwei Chen,paper_mmtl-uniad:_a_unified_framework_for_multimod,AUTHORED
Lingwei Chen,paper_juno_sensitivity_to_the_annihilation_of_mev_,AUTHORED
Lingwei Chen,Britt Stanford,COAUTHORED_WITH
Lingwei Chen,Casey Miller,COAUTHORED_WITH
Lingwei Chen,Chao Peng,COAUTHORED_WITH
Lingwei Chen,Mihail Barbosu,COAUTHORED_WITH
Lingwei Chen,Renee Walker,COAUTHORED_WITH
Lingwei Chen,Matt Dye,COAUTHORED_WITH
Lingwei Chen,paper_measurement_of_branching_fraction_ratios_for,AUTHORED
Lingwei Chen,paper_ribac:_towards_robust_and_imperceptible_back,AUTHORED
Lingwei Chen,paper_benchmarking_the_cow_with_the_topcow_challen,AUTHORED
Lingwei Chen,Feng Cui,COAUTHORED_WITH
Lingwei Chen,paper_path_integral_particle_filtering_for_hybrid_,AUTHORED
Lingwei Chen,paper_corner-to-center_long-range_context_model_fo,AUTHORED
Lingwei Chen,paper_dissecting_bit-level_scaling_laws_in_quantiz,AUTHORED
Lingwei Chen,paper_ntire_2020_challenge_on_nonhomogeneous_dehaz,AUTHORED
Lingwei Chen,Ji Hwan Park,COAUTHORED_WITH
Lingwei Chen,Hidy Kong,COAUTHORED_WITH
Lingwei Chen,Moumita Das,COAUTHORED_WITH
Lingwei Chen,paper_more_bang_for_the_buck:_process_reward_model,AUTHORED
Lingwei Chen,paper_large-scale_ab_initio_simulations_based_on_s,AUTHORED
Lingwei Chen,paper_navigating_heterogeneous_protein_landscapes_,AUTHORED
Lingwei Chen,paper_galaxy-galaxy_lensing_in_the_voice_deep_surv,AUTHORED
Lingwei Chen,paper_chasing_gravitational_waves_with_the_cherenk,AUTHORED
Lingwei Chen,Carlos Diaz-Acosta,COAUTHORED_WITH
Lingwei Chen,Konstantinos Papangelis,COAUTHORED_WITH
Lingwei Chen,Christopher Egert,COAUTHORED_WITH
Lingwei Chen,Elena Fedorovskaya,COAUTHORED_WITH
Lingwei Chen,Kristen Shinohara,COAUTHORED_WITH
Lingwei Chen,David Sanchez,COAUTHORED_WITH
Lingwei Chen,paper_towards_sar_automatic_target_recognition_mul,AUTHORED
Lingwei Chen,paper_xtime:_extreme_event_prediction_with_hierarc,AUTHORED
Lingwei Chen,paper_mass_testing_and_characterization_of_20-inch,AUTHORED
Lingwei Chen,paper_structural_and_physical_properties_of_the_he,AUTHORED
Lingwei Chen,paper_aidroid:_when_heterogeneous_information_netw,AUTHORED
Lingwei Chen,paper_the_tianlai_cylinder_pathfinder_array:_syste,AUTHORED
Lingwei Chen,paper_onesug:_the_unified_end-to-end_generative_fr,AUTHORED
Lingwei Chen,paper_an_independent_safety_evaluation_of_kimi_k2.,AUTHORED
Lingwei Chen,paper_model-independent_study_of_structure_in_$b^+,AUTHORED
Lingwei Chen,paper_towards_generalizable_medical_image_segmenta,AUTHORED
Lingwei Chen,paper_deepgen_1.0:_a_lightweight_unified_multimoda,AUTHORED
